id,direction,entry_time,exit_time,entry_price,exit_price,size,fee,pnl,reason,fs,tr
17,long,2024-01-12T04:30:00+00:00,2024-01-12T12:30:00+00:00,2594.28,2650.201613239275,1.079,2.2635,58.0759,SL,-1.2456,-1.2694
18,long,2024-01-13T12:00:00+00:00,2024-01-14T00:00:00+00:00,2546.94,2568.972394226336,1.1674,2.3889,23.3317,SL,-0.733,-0.863
19,long,2024-01-15T00:30:00+00:00,2024-01-15T14:00:00+00:00,2495.87,2531.6977451245552,1.2194,2.4522,41.2361,SL,-1.3906,-1.4025
20,long,2024-01-15T17:00:00+00:00,2024-01-15T22:00:00+00:00,2533.34,2504.7712126938513,1.2501,2.5193,-38.2331,SL,-0.9133,-1.1341
21,long,2024-01-16T09:00:00+00:00,2024-01-16T14:30:00+00:00,2544.9,2519.398062555284,1.1994,2.4296,-33.0167,SL,0.6721,0.374
22,long,2024-01-16T15:00:00+00:00,2024-01-16T23:30:00+00:00,2562.87,2590.505435004882,1.1523,2.3753,29.469,SL,-0.2794,-0.5817
23,long,2024-01-18T07:00:00+00:00,2024-01-18T10:30:00+00:00,2536.12,2515.419919611617,1.1994,2.4235,-27.2512,SL,1.3652,1.1919
24,long,2024-01-19T09:00:00+00:00,2024-01-19T16:00:00+00:00,2476.0,2452.1339188706847,1.1955,2.3566,-30.8885,SL,1.7003,1.475
25,long,2024-01-20T04:30:00+00:00,2024-01-20T06:30:00+00:00,2482.3,2481.69,1.1551,2.2936,-2.9982,Replace,-1.4294,-1.51
26,long,2024-01-20T06:30:00+00:00,2024-01-20T11:30:00+00:00,2481.69,2470.43,1.1518,2.2815,-15.2508,Replace,-1.6798,-1.8006
27,long,2024-01-20T11:30:00+00:00,2024-01-21T23:00:00+00:00,2470.43,2452.750393552258,1.1385,2.242,-22.3702,SL,-1.5592,-1.5854
28,long,2024-01-22T20:30:00+00:00,2024-01-23T08:30:00+00:00,2339.55,2292.764552990441,1.1735,2.1744,-57.0771,SL,-1.4569,-1.6642
29,long,2024-01-23T22:00:00+00:00,2024-01-24T11:30:00+00:00,2217.89,2239.881340307109,1.1607,2.0697,23.4557,SL,-0.5631,-0.9114
30,long,2024-01-25T10:30:00+00:00,2024-01-25T12:00:00+00:00,2237.21,2214.603195329824,1.1821,2.105,-28.8285,SL,1.5593,1.413
31,long,2024-01-26T08:30:00+00:00,2024-01-26T12:30:00+00:00,2207.96,2246.4767313676452,1.1586,2.0644,42.5611,SL,-1.4128,-1.6109
32,long,2024-01-27T19:30:00+00:00,2024-01-28T05:30:00+00:00,2271.12,2293.05133146682,1.1826,2.159,23.777,SL,0.356,0.0247
33,long,2024-01-28T09:30:00+00:00,2024-01-28T12:00:00+00:00,2293.23,2274.260520586999,1.2023,2.1966,-25.0036,SL,-0.69,-0.9036
34,long,2024-01-28T23:30:00+00:00,2024-01-29T11:30:00+00:00,2255.45,2267.0757472325595,1.1892,2.1513,11.6741,SL,-1.1129,-1.2848
35,long,2024-01-29T15:30:00+00:00,2024-01-29T19:30:00+00:00,2274.44,2293.5902021161805,1.1946,2.1828,20.694,SL,-1.2674,-1.6971
36,long,2024-01-29T21:30:00+00:00,2024-01-30T22:30:00+00:00,2304.7,2368.559944899866,1.2059,2.2542,74.7545,SL,1.8875,1.6715
37,long,2024-02-01T13:30:00+00:00,2024-02-01T15:30:00+00:00,2270.34,2292.327145181094,1.3229,2.4144,26.6724,SL,-0.2459,-0.6868
38,long,2024-02-01T17:00:00+00:00,2024-02-02T20:00:00+00:00,2305.0,2300.18,1.3377,2.4641,-8.9119,Replace,1.0849,1.0109
39,long,2024-02-02T20:00:00+00:00,2024-02-03T06:00:00+00:00,2300.18,2317.3632613935506,1.3289,2.4545,20.3803,SL,-0.6762,-0.7387
40,long,2024-02-04T20:30:00+00:00,2024-02-04T22:30:00+00:00,2302.12,2280.6682918681777,1.3543,2.4826,-31.5346,SL,-1.3457,-1.7236
41,long,2024-02-05T02:30:00+00:00,2024-02-05T14:30:00+00:00,2280.23,2319.865097807149,1.3259,2.4397,50.1125,SL,-1.1984,-1.2048
42,long,2024-02-06T13:30:00+00:00,2024-02-07T02:30:00+00:00,2336.41,2372.949080271764,1.3583,2.5587,47.0723,SL,0.4465,0.1243
43,long,2024-02-07T12:30:00+00:00,2024-02-07T17:30:00+00:00,2371.14,2406.206338456758,1.398,2.6715,46.3512,SL,-0.3261,-0.7114
44,long,2024-02-08T01:00:00+00:00,2024-02-08T07:00:00+00:00,2437.04,2412.15990212115,1.4172,2.7489,-38.009,SL,0.555,0.3616
45,long,2024-02-08T14:00:00+00:00,2024-02-08T16:00:00+00:00,2429.55,2443.0586778665406,1.3747,2.6794,15.891,SL,-0.1077,-0.3889
46,long,2024-02-09T06:00:00+00:00,2024-02-09T10:00:00+00:00,2447.55,2461.8456685206725,1.384,2.7178,17.0674,SL,1.2366,1.1616
47,long,2024-02-09T11:00:00+00:00,2024-02-09T14:00:00+00:00,2471.5,2501.5212171892194,1.3914,2.7678,39.0037,SL,1.7363,1.7021
48,long,2024-02-09T18:00:00+00:00,2024-02-09T19:00:00+00:00,2515.65,2481.3711564772207,1.4134,2.8251,-51.2748,SL,-0.349,-0.6031
49,long,2024-02-10T01:30:00+00:00,2024-02-10T22:00:00+00:00,2496.54,2505.725989208504,1.3627,2.7266,9.7911,SL,-0.846,-1.3364
50,long,2024-02-11T19:30:00+00:00,2024-02-11T22:00:00+00:00,2505.86,2504.53,1.3693,2.7443,-4.5655,Replace,-1.1355,-1.2824
51,long,2024-02-11T22:00:00+00:00,2024-02-12T06:30:00+00:00,2504.53,2485.0132060050146,1.3646,2.7235,-29.3561,SL,-1.3129,-1.4296
52,long,2024-02-13T06:00:00+00:00,2024-02-13T11:00:00+00:00,2648.56,2664.0316740354965,1.2571,2.6714,16.7781,SL,-1.1883,-1.1895
53,long,2024-02-14T03:00:00+00:00,2024-02-14T12:30:00+00:00,2638.0,2739.0086283081732,1.2812,2.7556,126.6566,SL,-0.1144,-0.4886
54,short,2024-02-14T11:00:00+00:00,2024-02-14T21:30:00+00:00,2747.8,2785.053158007078,1.23,2.7222,-48.5435,SL,4.226,4.7184
55,long,2024-02-15T07:00:00+00:00,2024-02-15T15:30:00+00:00,2784.0,2833.2262172443566,1.2982,2.9169,60.9886,SL,-1.0865,-1.1484
56,long,2024-02-15T23:00:00+00:00,2024-02-16T15:00:00+00:00,2823.14,2774.316109981249,1.345,3.0114,-68.6796,SL,-0.6014,-0.6115
57,long,2024-02-18T01:00:00+00:00,2024-02-18T02:00:00+00:00,2793.97,2769.9221532461065,1.2853,2.8605,-33.7692,SL,1.1053,0.9572
58,long,2024-02-18T04:00:00+00:00,2024-02-18T20:00:00+00:00,2796.53,2826.438976239969,1.2479,2.8068,34.5167,SL,-0.7144,-1.1168
59,long,2024-02-18T21:30:00+00:00,2024-02-18T23:30:00+00:00,2847.62,2868.7357385901164,1.2619,2.8854,23.7606,SL,1.5779,1.5472
60,long,2024-02-19T02:30:00+00:00,2024-02-19T08:30:00+00:00,2883.49,2911.063392802918,1.2709,2.9457,32.0973,SL,1.6865,1.5063
61,long,2024-02-19T14:30:00+00:00,2024-02-19T23:00:00+00:00,2901.73,2956.928627410465,1.2961,3.0374,68.5056,SL,-1.3339,-1.4108
62,long,2024-02-20T10:00:00+00:00,2024-02-20T14:00:00+00:00,2917.53,2977.665067696534,1.3595,3.2058,78.5478,SL,-1.0275,-1.0517
63,long,2024-02-21T04:00:00+00:00,2024-02-21T06:00:00+00:00,3004.61,2966.6726974863523,1.3986,3.3406,-56.3997,SL,0.4729,0.3931
64,long,2024-02-21T21:00:00+00:00,2024-02-22T10:30:00+00:00,2923.56,3001.9120188261977,1.3794,3.2694,104.8093,SL,-0.162,-0.2024
65,long,2024-02-23T09:30:00+00:00,2024-02-23T17:00:00+00:00,2938.97,2931.07,1.4792,3.4732,-15.1589,Replace,-1.5026,-1.517
66,long,2024-02-23T17:00:00+00:00,2024-02-24T08:30:00+00:00,2931.07,2950.0944863640766,1.4677,3.4527,24.4695,SL,-0.5542,-0.7041
67,long,2024-02-24T13:30:00+00:00,2024-02-24T18:30:00+00:00,2966.99,2984.9555394787058,1.4746,3.5107,22.9813,SL,1.363,1.2207
68,long,2024-02-24T23:30:00+00:00,2024-02-25T02:30:00+00:00,2993.32,3032.684060815359,1.4847,3.5787,54.8651,SL,0.2798,0.2205
69,long,2024-02-27T01:30:00+00:00,2024-02-28T08:00:00+00:00,3225.86,3285.6335927537407,1.4287,3.7212,81.6773,SL,0.039,-0.1876
70,long,2024-02-29T11:00:00+00:00,2024-02-29T16:30:00+00:00,3491.4,3419.306539541181,1.3902,3.8429,-104.0672,SL,0.3463,0.1981
71,long,2024-03-01T06:00:00+00:00,2024-03-02T01:00:00+00:00,3399.13,3438.9946431487865,1.3361,3.6546,49.6086,SL,1.5208,1.3543
72,long,2024-03-02T06:00:00+00:00,2024-03-02T08:00:00+00:00,3452.07,3407.7675328660184,1.3587,3.7282,-63.9219,SL,-1.134,-1.6633
73,long,2024-03-03T14:00:00+00:00,2024-03-03T17:30:00+00:00,3436.36,3460.6801171132743,1.3091,3.6116,28.2259,SL,1.065,0.9653
74,long,2024-03-03T22:00:00+00:00,2024-03-04T00:30:00+00:00,3490.48,3452.863363115888,1.3131,3.6469,-53.0413,SL,1.6133,1.38
75,long,2024-03-04T14:30:00+00:00,2024-03-05T02:30:00+00:00,3536.24,3612.750039521516,1.2511,3.5776,92.1441,SL,-0.4243,-0.7832
76,long,2024-03-05T05:30:00+00:00,2024-03-05T15:00:00+00:00,3722.13,3771.0205237393084,1.2629,3.7852,57.9586,SL,1.7341,1.6594
77,long,2024-03-06T04:30:00+00:00,2024-03-06T12:30:00+00:00,3652.36,3833.5767264384735,1.3346,3.9963,237.8556,SL,0.4424,0.1506
78,long,2024-03-09T20:30:00+00:00,2024-03-10T09:00:00+00:00,3902.85,3945.5726485080822,1.4318,4.4949,56.6753,SL,-1.2398,-1.4462
79,long,2024-03-11T02:00:00+00:00,2024-03-11T13:30:00+00:00,3837.5,4024.037371720775,1.5005,4.7185,275.1808,SL,-1.0885,-1.1225
80,short,2024-03-11T13:00:00+00:00,2024-03-12T06:30:00+00:00,4055.68,4030.109724048945,1.4198,4.5921,31.7126,SL,4.1827,4.6071
81,long,2024-03-12T13:00:00+00:00,2024-03-12T15:00:00+00:00,4033.13,3968.1965527378056,1.656,5.3001,-112.8299,SL,0.3579,0.2075
82,long,2024-03-13T23:30:00+00:00,2024-03-14T02:30:00+00:00,4007.25,3987.29,1.5822,5.0596,-36.6403,Replace,0.854,0.6538
83,long,2024-03-14T02:30:00+00:00,2024-03-14T12:00:00+00:00,3987.29,3932.7864967355013,1.5626,4.9504,-90.1175,SL,-0.0537,-0.1746
84,long,2024-03-15T22:30:00+00:00,2024-03-16T06:00:00+00:00,3731.41,3720.43,1.5973,4.7611,-22.2995,Replace,-1.0396,-1.2186
85,long,2024-03-16T06:00:00+00:00,2024-03-16T13:30:00+00:00,3720.43,3650.359626951858,1.584,4.6701,-115.6616,SL,-1.6372,-1.6391
86,long,2024-03-17T08:00:00+00:00,2024-03-18T00:00:00+00:00,3514.13,3623.592460819414,1.5783,4.5062,168.2584,SL,-1.1585,-1.1934
87,long,2024-03-18T18:00:00+00:00,2024-03-18T19:30:00+00:00,3498.8,3479.63,1.7294,4.8274,-37.98,Replace,-1.6093,-1.7956
88,long,2024-03-18T19:30:00+00:00,2024-03-19T01:30:00+00:00,3479.63,3397.6129537576794,1.7062,4.6936,-144.6311,SL,-1.5645,-1.6317
90,long,2024-03-19T19:00:00+00:00,2024-03-19T22:00:00+00:00,3345.27,3241.2745087659164,1.645,4.3339,-175.4065,SL,1.6077,1.4846
89,short,2024-03-19T08:00:00+00:00,2024-03-20T00:00:00+00:00,3286.34,3212.5257245906855,1.6745,4.3529,119.2491,SL,-2.9861,-2.8446
91,long,2024-03-20T18:00:00+00:00,2024-03-21T03:30:00+00:00,3324.06,3499.8663937335723,1.6049,4.3807,277.771,SL,0.0926,-0.0473
92,long,2024-03-21T06:00:00+00:00,2024-03-21T18:30:00+00:00,3518.08,3427.0487355740775,1.7532,4.8705,-164.4665,SL,-0.7782,-0.9765
93,long,2024-03-22T23:00:00+00:00,2024-03-23T10:30:00+00:00,3310.72,3340.9449241079355,1.714,4.5604,47.2451,SL,-1.3139,-1.4522
94,long,2024-03-23T11:30:00+00:00,2024-03-24T03:00:00+00:00,3366.33,3308.684406169923,1.7278,4.6132,-104.2133,SL,0.7109,0.71
95,short,2024-03-25T18:30:00+00:00,2024-03-26T14:30:00+00:00,3641.03,3593.071643746977,1.5116,4.374,68.1198,SL,3.5226,3.644
96,long,2024-03-27T03:00:00+00:00,2024-03-27T07:00:00+00:00,3620.38,3574.3219736184947,1.5766,4.5373,-77.1524,SL,1.4058,1.2341
97,long,2024-03-28T00:00:00+00:00,2024-03-28T04:00:00+00:00,3522.2,3512.99,1.5549,4.3756,-18.6962,Replace,1.1839,1.0218
98,long,2024-03-28T04:00:00+00:00,2024-03-28T12:30:00+00:00,3512.99,3568.963191926897,1.543,4.371,81.9957,SL,-0.8844,-1.1698
99,long,2024-03-28T14:00:00+00:00,2024-03-28T23:00:00+00:00,3586.22,3573.31,1.5801,4.5251,-24.9242,Replace,0.6173,0.4923
100,long,2024-03-28T23:00:00+00:00,2024-03-29T04:30:00+00:00,3573.31,3566.2,1.5648,4.4688,-15.5945,Replace,0.2296,-0.1034
101,long,2024-03-29T04:30:00+00:00,2024-03-29T07:30:00+00:00,3566.2,3527.392269475228,1.5548,4.4116,-64.7499,SL,-0.5226,-0.7617
102,long,2024-03-30T09:00:00+00:00,2024-03-30T13:00:00+00:00,3510.03,3546.3102465212264,1.5244,4.3027,51.0029,SL,-0.7256,-0.7763
103,short,2024-03-31T07:00:00+00:00,2024-03-31T08:30:00+00:00,3617.37,3621.01,1.5215,4.4053,-9.9435,Replace,4.0837,4.331
104,short,2024-03-31T08:30:00+00:00,2024-03-31T18:30:00+00:00,3621.01,3657.9899973000897,1.5117,4.4015,-60.3041,SL,4.1421,4.1958
105,long,2024-03-31T13:00:00+00:00,2024-04-01T05:00:00+00:00,3624.82,3592.13293001842,1.5101,4.3593,-53.7201,SL,-0.2775,-0.6763
107,long,2024-04-02T17:00:00+00:00,2024-04-03T05:30:00+00:00,3254.98,3290.88558941818,1.5766,4.1281,52.4807,SL,-0.9721,-1.0591
106,short,2024-04-02T13:00:00+00:00,2024-04-03T08:30:00+00:00,3265.75,3335.89284084729,1.5714,4.1495,-114.372,SL,-2.1811,-2.0556
108,long,2024-04-03T14:00:00+00:00,2024-04-03T18:00:00+00:00,3356.56,3299.1172335276215,1.4736,3.9231,-88.5708,SL,-0.7253,-1.0814
109,long,2024-04-03T22:00:00+00:00,2024-04-04T02:30:00+00:00,3318.37,3264.2598349602417,1.4104,3.7137,-80.0306,SL,-1.5082,-1.8281
110,long,2024-04-04T05:00:00+00:00,2024-04-04T18:30:00+00:00,3286.67,3390.510650809203,1.351,3.6083,136.6804,SL,-1.3488,-1.5122
111,long,2024-04-05T06:30:00+00:00,2024-04-05T12:00:00+00:00,3287.84,3229.21084675716,1.4752,3.8456,-90.3353,SL,-1.2186,-1.3338
112,long,2024-04-07T01:30:00+00:00,2024-04-08T02:30:00+00:00,3388.83,3418.3651249412997,1.3513,3.6794,36.2314,SL,0.3999,0.1507
113,long,2024-04-08T05:00:00+00:00,2024-04-08T13:30:00+00:00,3422.64,3634.5370668968317,1.3697,3.8665,286.3689,SL,-0.7218,-0.7765
114,long,2024-04-10T02:00:00+00:00,2024-04-10T12:30:00+00:00,3513.08,3456.6291684634157,1.579,4.4021,-93.5379,SL,-0.4856,-0.9678
115,long,2024-04-10T22:00:00+00:00,2024-04-11T02:00:00+00:00,3553.33,3549.83,1.4821,4.211,-9.3984,Replace,0.5355,0.3264
116,long,2024-04-11T02:00:00+00:00,2024-04-11T09:30:00+00:00,3549.83,3584.5912498274447,1.4757,4.2113,47.0859,SL,1.3267,1.2278
117,long,2024-04-11T13:00:00+00:00,2024-04-11T13:30:00+00:00,3556.64,3504.4842603604257,1.5125,4.272,-83.1575,SL,-1.3121,-1.4819
118,long,2024-04-12T00:00:00+00:00,2024-04-12T13:00:00+00:00,3519.33,3474.007847036615,1.4577,4.0777,-70.1438,SL,-1.0781,-1.1684
119,short,2024-04-13T19:30:00+00:00,2024-04-13T21:30:00+00:00,3082.54,2936.7048975648668,1.596,3.8427,228.9101,SL,-1.9564,-1.8184
120,long,2024-04-14T14:30:00+00:00,2024-04-15T00:30:00+00:00,3034.62,3118.4187035220375,1.8475,4.5471,150.271,SL,-0.7793,-0.8303
121,short,2024-04-15T09:00:00+00:00,2024-04-15T15:30:00+00:00,3247.58,3160.207988443899,1.8651,4.7805,158.1771,SL,3.2447,3.2666
122,long,2024-04-16T05:30:00+00:00,2024-04-17T05:30:00+00:00,3045.15,3085.31176929436,2.145,5.2599,80.8871,SL,-1.4492,-1.7111
123,long,2024-04-18T01:00:00+00:00,2024-04-18T17:30:00+00:00,3003.49,3046.5042585666547,2.2555,5.4583,91.5604,SL,-1.0777,-1.7396
124,long,2024-04-20T02:00:00+00:00,2024-04-20T11:00:00+00:00,3054.32,3044.64,2.3079,5.6303,-27.9708,Replace,-1.3602,-1.4895
125,long,2024-04-20T11:00:00+00:00,2024-04-20T16:00:00+00:00,3044.64,3087.626258590926,2.2877,5.6115,92.7281,SL,-1.6655,-1.757
126,long,2024-04-21T11:00:00+00:00,2024-04-21T16:30:00+00:00,3163.26,3126.1850549288897,2.2898,5.7606,-90.6548,SL,-0.8572,-0.9658
127,long,2024-04-22T03:00:00+00:00,2024-04-22T07:00:00+00:00,3168.0,3206.6812956835906,2.2006,5.6112,79.5108,SL,-0.4936,-0.5856
128,long,2024-04-23T00:30:00+00:00,2024-04-23T03:30:00+00:00,3215.17,3179.380768599422,2.2425,5.7359,-85.9933,SL,0.8537,0.8222
129,long,2024-04-24T03:30:00+00:00,2024-04-24T12:30:00+00:00,3235.05,3264.6451417376406,2.1489,5.5869,58.0101,SL,1.6492,1.4156
130,long,2024-04-26T13:30:00+00:00,2024-04-26T15:00:00+00:00,3144.51,3102.638118611332,2.2662,5.6629,-100.553,SL,-1.3585,-1.3947
131,long,2024-04-26T17:00:00+00:00,2024-04-27T00:30:00+00:00,3130.94,3084.610425060922,2.1796,5.419,-106.3989,SL,-1.2204,-1.3329
132,long,2024-04-29T13:00:00+00:00,2024-04-30T00:00:00+00:00,3148.81,3202.091742353095,2.0659,5.2481,104.8266,SL,-1.4993,-1.5143
133,long,2024-05-01T17:30:00+00:00,2024-05-02T13:30:00+00:00,2920.69,2969.587411215944,2.3349,5.5013,108.6693,SL,-0.7187,-1.2407
134,long,2024-05-02T17:00:00+00:00,2024-05-02T20:00:00+00:00,2987.58,2986.26,2.3918,5.7153,-8.8725,Replace,0.84,0.8168
135,long,2024-05-02T20:00:00+00:00,2024-05-04T01:30:00+00:00,2986.26,3107.609263555356,2.3839,5.8109,283.4736,SL,0.9377,0.709
136,long,2024-05-04T09:00:00+00:00,2024-05-04T11:00:00+00:00,3106.02,3146.3364438692233,2.5658,6.4169,97.027,SL,-0.4043,-0.5672
137,long,2024-05-05T14:30:00+00:00,2024-05-06T08:30:00+00:00,3151.62,3195.397700498112,2.621,6.6542,108.0871,SL,0.738,0.7111
138,long,2024-05-07T01:00:00+00:00,2024-05-07T03:00:00+00:00,3074.32,3035.9856484849633,2.7924,6.825,-113.8698,SL,0.1177,0.0334
139,long,2024-05-07T15:00:00+00:00,2024-05-07T18:30:00+00:00,3079.22,3029.9579208728937,2.677,6.5417,-138.4163,SL,-1.2808,-1.8386
140,long,2024-05-07T22:30:00+00:00,2024-05-08T00:30:00+00:00,3034.94,2994.000520980198,2.5793,6.2202,-111.8154,SL,-0.8154,-0.8834
141,long,2024-05-08T21:30:00+00:00,2024-05-09T07:30:00+00:00,2969.74,2987.233184400668,2.5229,6.0115,38.122,SL,-1.4778,-1.7026
142,long,2024-05-09T18:00:00+00:00,2024-05-09T23:00:00+00:00,3010.07,3034.379749136846,2.5271,6.11,55.3232,SL,1.338,1.3287
143,long,2024-05-10T04:00:00+00:00,2024-05-10T14:00:00+00:00,3031.72,3002.8894489277873,2.5638,6.1886,-80.1044,SL,-0.6455,-0.6523
144,long,2024-05-12T02:30:00+00:00,2024-05-12T16:30:00+00:00,2918.06,2932.7549224852146,2.5813,6.0411,31.8909,SL,-0.3576,-0.5846
145,long,2024-05-13T05:00:00+00:00,2024-05-13T10:00:00+00:00,2883.97,2963.52746570681,2.645,6.1867,204.2428,SL,-1.7885,-1.8405
146,long,2024-05-14T01:00:00+00:00,2024-05-14T02:30:00+00:00,2956.58,2947.22,2.7873,6.5823,-32.6714,Replace,0.0226,-0.09
147,long,2024-05-14T02:30:00+00:00,2024-05-14T05:30:00+00:00,2947.22,2940.74,2.7629,6.5071,-24.4107,Replace,0.1545,-0.1048
148,long,2024-05-14T05:30:00+00:00,2024-05-14T06:00:00+00:00,2940.74,2912.103622414683,2.7441,6.4243,-85.0054,SL,-0.7272,-0.8951
149,long,2024-05-14T14:30:00+00:00,2024-05-15T13:30:00+00:00,2892.58,2949.7904230645913,2.7016,6.3135,148.2462,SL,-1.4937,-1.767
150,long,2024-05-16T04:00:00+00:00,2024-05-16T12:30:00+00:00,3009.91,2979.8492845362553,2.744,6.5744,-89.061,SL,-1.3865,-1.4111
151,short,2024-05-16T17:00:00+00:00,2024-05-17T06:30:00+00:00,2924.24,2963.149473935613,2.7331,6.4363,-112.7798,SL,-2.3844,-2.2643
152,long,2024-05-17T14:00:00+00:00,2024-05-18T12:00:00+00:00,3086.0,3125.881549269027,2.4802,6.1627,92.7515,SL,1.7791,1.6905
153,long,2024-05-18T22:30:00+00:00,2024-05-19T11:00:00+00:00,3116.13,3093.2161428975755,2.5455,6.3224,-64.6496,SL,0.3846,0.3133
154,long,2024-05-19T22:00:00+00:00,2024-05-20T06:00:00+00:00,3075.29,3110.580855827848,2.5162,6.226,82.5729,SL,0.5099,0.347
155,long,2024-05-20T09:00:00+00:00,2024-05-21T05:00:00+00:00,3105.58,3649.08372093809,2.5714,6.9476,1390.6179,SL,-0.3661,-0.3716
156,short,2024-05-21T12:30:00+00:00,2024-05-21T20:00:00+00:00,3794.85,3745.525890811049,3.2037,9.6628,148.3568,SL,2.2478,2.2754
157,long,2024-05-23T07:00:00+00:00,2024-05-23T12:30:00+00:00,3788.68,3898.607904478377,3.3264,10.2284,355.4358,SL,1.1547,0.9992
158,long,2024-05-23T20:30:00+00:00,2024-05-24T14:30:00+00:00,3756.58,3709.39,3.6387,10.8666,-182.5768,Replace,-0.833,-1.0241
159,long,2024-05-24T14:30:00+00:00,2024-05-25T06:30:00+00:00,3709.39,3747.189109612641,3.5373,10.5505,123.1563,SL,1.4928,1.3894
160,long,2024-05-26T03:30:00+00:00,2024-05-26T06:00:00+00:00,3772.17,3757.67,3.5764,10.7719,-62.6297,Replace,-0.0634,-0.2383
161,long,2024-05-26T06:00:00+00:00,2024-05-26T08:30:00+00:00,3757.67,3784.8435322930777,3.5402,10.6808,85.5189,SL,0.3865,0.2331
162,long,2024-05-26T16:30:00+00:00,2024-05-27T00:30:00+00:00,3865.0,3844.28,3.5083,10.8186,-83.5106,Replace,1.5897,1.4083
163,long,2024-05-27T00:30:00+00:00,2024-05-27T05:00:00+00:00,3844.28,3908.16127782418,3.462,10.7356,210.4214,SL,-1.1877,-1.4477
164,long,2024-05-27T08:00:00+00:00,2024-05-27T10:30:00+00:00,3949.0,3893.786772175627,3.5301,11.0743,-205.9825,SL,0.1299,-0.1188
165,long,2024-05-28T02:30:00+00:00,2024-05-28T18:30:00+00:00,3862.89,3806.681480909157,3.4488,10.5803,-204.4323,SL,-1.5075,-1.6122
166,long,2024-05-30T02:00:00+00:00,2024-05-30T06:30:00+00:00,3789.66,3743.471820666252,3.3536,10.1052,-165.0019,SL,0.3858,0.2304
167,long,2024-05-30T09:00:00+00:00,2024-05-30T14:30:00+00:00,3724.36,3764.7261467406397,3.2795,9.8242,122.5566,SL,-1.7667,-1.8163
168,long,2024-05-30T17:00:00+00:00,2024-05-30T19:30:00+00:00,3814.05,3762.814983361061,3.2988,9.9978,-179.0119,SL,1.729,1.4946
169,long,2024-06-01T02:00:00+00:00,2024-06-01T16:00:00+00:00,3771.87,3797.5881169541517,3.1933,9.6686,72.457,SL,-1.1518,-1.3402
170,long,2024-06-02T00:30:00+00:00,2024-06-02T02:30:00+00:00,3836.12,3810.938762720713,3.1965,9.7775,-90.2694,SL,1.4313,1.2959
171,long,2024-06-02T05:00:00+00:00,2024-06-02T08:00:00+00:00,3812.58,3786.3987773369345,3.1452,9.5601,-91.9053,SL,-1.185,-1.3179
172,long,2024-06-02T08:30:00+00:00,2024-06-02T18:00:00+00:00,3795.05,3769.677899984483,3.087,9.3409,-87.6646,SL,-1.6669,-1.7402
173,long,2024-06-03T01:00:00+00:00,2024-06-03T07:00:00+00:00,3796.25,3820.1795744705637,3.0168,9.1909,62.9998,SL,0.1793,0.1384
