id,direction,entry_time,exit_time,entry_price,exit_price,size,fee,pnl,reason,fs,tr
158,long,2025-07-02T01:30:00+00:00,2025-07-02T12:00:00+00:00,2410.35,2438.350637415944,4.5332,8.7921,118.1404,SL,-0.5461,-0.8506
159,long,2025-07-02T13:30:00+00:00,2025-07-02T17:30:00+00:00,2448.32,2552.036921180832,4.6076,9.2159,468.6702,SL,-0.4153,-0.5447
160,long,2025-07-03T13:30:00+00:00,2025-07-03T15:30:00+00:00,2623.82,2567.501449727272,4.8353,10.0406,-282.3577,SL,-0.5427,-1.0288
161,long,2025-07-05T17:00:00+00:00,2025-07-06T16:30:00+00:00,2499.7,2542.7732361310195,4.7365,9.5535,194.4629,SL,-1.7565,-1.7602
162,long,2025-07-07T08:00:00+00:00,2025-07-07T13:00:00+00:00,2573.92,2538.4629868333427,4.8266,9.8702,-181.007,SL,-0.6047,-0.7512
163,short,2025-07-08T08:30:00+00:00,2025-07-08T11:00:00+00:00,2545.12,2577.3022950416453,4.6679,9.5644,-159.7881,SL,1.3352,1.5302
164,long,2025-07-08T10:30:00+00:00,2025-07-08T20:30:00+00:00,2564.79,2601.082072544444,4.6321,9.5715,158.537,SL,0.8849,0.609
165,long,2025-07-09T04:30:00+00:00,2025-07-09T14:30:00+00:00,2602.39,2642.013866093416,4.5637,9.5736,171.2579,SL,-1.8557,-1.9006
166,long,2025-07-09T18:00:00+00:00,2025-07-10T08:00:00+00:00,2717.96,2784.3638672073057,4.5587,10.0334,292.6819,SL,1.8894,1.6869
167,long,2025-07-10T16:00:00+00:00,2025-07-11T00:00:00+00:00,2805.14,2929.2883102507435,4.73,10.8495,576.372,SL,-1.0381,-1.6848
168,long,2025-07-11T17:00:00+00:00,2025-07-12T07:00:00+00:00,2989.71,2969.52,5.0164,11.9576,-113.2387,Replace,-1.1692,-1.6253
169,long,2025-07-12T07:00:00+00:00,2025-07-12T12:30:00+00:00,2969.52,2917.443023373188,4.9361,11.6235,-268.6806,SL,0.1764,-0.1499
170,long,2025-07-13T07:30:00+00:00,2025-07-13T14:30:00+00:00,2960.86,2984.831498689673,4.6783,11.1263,101.0196,SL,1.9664,1.8138
171,long,2025-07-14T09:30:00+00:00,2025-07-15T01:00:00+00:00,3043.59,2978.105462265179,4.6507,11.202,-315.751,SL,0.4177,0.111
172,long,2025-07-15T16:00:00+00:00,2025-07-16T03:00:00+00:00,3042.64,3103.804287956267,4.3408,10.6722,254.8297,SL,0.683,0.5668
173,long,2025-07-16T12:30:00+00:00,2025-07-16T15:30:00+00:00,3163.44,3214.5930016221982,4.4167,11.2679,214.6595,SL,-0.1548,-0.473
174,long,2025-07-17T14:30:00+00:00,2025-07-17T17:30:00+00:00,3426.48,3423.63,4.2656,11.6879,-23.8449,Replace,-1.3051,-1.4954
175,long,2025-07-17T17:30:00+00:00,2025-07-18T07:30:00+00:00,3423.63,3618.1415809160912,4.2483,11.9662,814.3773,SL,-0.9088,-1.1992
176,long,2025-07-18T21:00:00+00:00,2025-07-19T15:30:00+00:00,3551.77,3551.37,4.7829,13.5894,-15.5026,Replace,-1.4353,-1.4589
177,long,2025-07-19T15:30:00+00:00,2025-07-20T17:00:00+00:00,3551.37,3768.5908342852695,4.7703,13.9674,1022.2412,SL,-0.5684,-0.8164
178,long,2025-07-20T22:30:00+00:00,2025-07-22T06:00:00+00:00,3746.36,3706.21,5.3406,15.9205,-230.3456,Replace,-1.3056,-1.3312
